ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
17366,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,172198,176573,*,*,12300,6300,8000,8000,0
17381,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,385587,373910,*,*,20000,15000,15000,15000,0
17527,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,317631,315820,*,*,12012,11016,11088,12031,0
17689,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,393135,385578,*,*,17000,14500,14500,13500,0
18195,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,289459,262269,*,*,10013,20000,30000,30000,0
18567,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,188120,192087,*,*,14008,7000,7000,7600,0
18890,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,262368,254340,*,*,13208,10000,9506,10002,0
19011,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,198604,149923,*,*,10373,7901,5328,5061,0
19300,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,338565,288924,*,*,16502,60003,15008,20000,0
19302,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,505473,474459,*,*,31376,70000,17670,20000,0
19322,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,84135,90500,*,*,13700,15000,7500,0,0
19393,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,310333,317330,*,*,13000,12000,12000,15000,0
19676,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,198944,197439,*,*,12000,8120,7720,4000,0
19858,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,268429,262575,*,*,50008,8400,10000,10000,0
19863,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,363968,346718,*,*,15000,12565,15000,13000,0
19895,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,342253,276516,*,*,12109,11482,11841,115165,0
19912,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,301286,306515,*,*,12500,12930,12000,13500,0
20054,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,238196,200777,*,*,9655,6453,5478,4919,1
20085,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,167616,364940,*,*,20121,5925,35069,35110,0
20609,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,299403,260620,*,*,12080,10000,9500,6000,0
21062,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,131103,128742,*,*,15056,5027,5007,5063,0
21074,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,254598,227869,*,*,11500,9000,10000,8000,1
21088,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,359527,361201,*,*,13070,15000,13000,14000,0
21111,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,298492,200098,*,*,12873,13020,8800,5650,1
21141,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,159017,88321,*,*,10807,4306,4023,5387,0
21438,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,332865,333404,*,*,12000,12000,12000,12000,1
21440,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,249345,228470,*,*,11028,8813,7900,8100,1
21469,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,272077,225079,*,*,15454,144206,9000,10000,0
21966,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,265136,262378,*,*,10487,7831,8092,7634,0
22088,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,44528,40325,*,*,21420,1002,935,967,0
22191,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,368563,252669,*,*,14100,12958,7807,6667,0
22263,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,294010,319257,*,*,15000,11000,30000,15000,1
22575,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,267641,214445,*,*,13541,10008,7705,7246,0
22698,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,400000,0,*,*,6000,100000,0,279260,0
22713,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,193342,311009,*,*,8532,4334,317077,11892,0
22745,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,285417,284834,*,*,15000,15000,12000,12500,1
22839,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,278858,281692,*,*,20353,10040,15000,10000,0
22882,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,279458,269333,*,*,10047,10683,10073,9084,1
23025,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,337015,332360,*,*,15200,12000,13617,13000,0
23076,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,274358,270877,*,*,11500,9600,10005,9651,0
23097,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,331674,160287,*,*,7415,20348,160671,91323,0
23111,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,208257,206609,*,*,8543,10185,8290,7500,0
23319,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,217763,217659,*,*,11000,6600,7000,7493,1
23485,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,287363,272578,*,*,12000,11000,10000,10000,0
23498,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,206081,163130,*,*,30000,30000,30000,104000,0
23579,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,289602,289457,*,*,10700,9820,9902,9910,0
24055,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,240119,235799,*,*,13203,8765,9643,9035,0
24104,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,240651,245605,*,*,20000,8000,8000,8100,0
24147,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,353036,355121,*,*,30696,53036,12752,15980,0
24269,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,345499,228818,*,*,16570,11803,10563,10000,0
24322,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,287150,261219,*,*,12638,50700,20014,10127,0
24554,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,463611,466570,*,*,15000,20000,15000,7000,0
24696,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,157565,150665,*,*,8585,4761,5082,5008,0
24825,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,175050,181766,*,*,10000,60000,15000,6000,0
24851,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,283434,259699,*,*,12500,11000,9600,9200,0
24977,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,182087,185152,*,*,13302,7002,6500,7000,0
25002,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,2378,-2709,*,*,6889,1025,2047,194102,1
25437,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,274484,247998,*,*,19355,10000,10000,10000,0
25453,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,253269,256259,*,*,10950,9281,9304,9885,0
25481,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,305660,301693,*,*,11216,11069,11090,10028,1
25534,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,279623,285719,*,*,20002,10002,11002,26002,0
25678,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,368338,348300,*,*,17014,12121,20014,11014,0
25715,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,240773,242655,*,*,11000,8000,9300,9000,0
25886,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,218834,220695,*,*,9019,8010,8002,8001,0
25972,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,292332,294752,*,*,13625,11019,9439,8651,0
26041,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,239389,231420,*,*,10269,8500,10000,10000,0
26238,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,258387,255740,*,*,15305,10070,15037,10052,0
26358,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,399250,362627,*,*,15000,14000,13180,14000,0
26388,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,270968,315889,*,*,20507,50000,50047,20413,0
26752,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,316076,314588,*,*,20000,16000,16000,290000,0
26873,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,285868,291140,*,*,14878,8505,9027,8527,0
26888,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,338981,348032,*,*,20018,15000,20000,20000,0
26945,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,250158,255956,*,*,15000,10000,10000,12000,0
26985,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,358471,360557,*,*,13100,12700,13000,13100,0
27129,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,288709,290583,*,*,13801,9852,10224,10010,0
27259,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,282876,288945,*,*,11123,9600,10028,16947,0
27303,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,324049,294926,*,*,20000,15010,20000,0,0
27357,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,321941,315006,*,*,13000,12000,12000,12000,0
27808,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,316650,318228,*,*,11428,10871,11736,10699,1
28011,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,301438,308571,*,*,11000,21500,12000,15000,0
28119,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,275393,278745,*,*,11230,10000,8091,6965,1
28233,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,243586,248766,*,*,10631,8900,9200,9525,0
28497,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,297926,280967,*,*,10500,10100,10000,9600,0
28630,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,440026,449026,*,*,12000,9000,9000,443001,0
28720,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,307035,63451,*,*,319494,13079,2438,2599,1
28837,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,46144,85984,*,*,80000,923,70069,12500,0
29790,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,281764,299161,*,*,12000,11000,22000,9905,0
29838,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,441981,424592,*,*,16673,15244,15216,16037,0
29872,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,305011,312087,*,*,11000,16000,12000,16000,0
29884,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,489200,489200,*,*,11000,10000,0,11000,0
37,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,173901,177413,*,*,6300,6400,6400,6737,0
58,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,132202,129918,*,*,5253,4814,4816,3800,0
81,*,*,*,3,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,29271,29889,*,*,3000,960,1000,3000,0
86,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,118407,120418,*,*,80000,4500,4800,4500,0
109,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,44127,126568,*,*,133657,4566,133841,4796,0
128,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,97753,95927,*,*,2067,2142,2217,1000,1
133,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,210606,188108,*,*,7603,7830,7253,11326,0
157,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,92505,94031,*,*,3250,3500,3560,5000,0
158,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,146975,122324,*,*,7680,6200,5000,4500,0
166,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,76058,77254,*,*,3000,2900,3000,2800,0
204,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,119131,122135,*,*,4152,5000,5000,5000,0
211,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,0,85632,*,*,8303,0,85632,0,0
223,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,208464,212508,*,*,17000,12000,9557,15000,0
226,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,127280,128839,*,*,22500,4820,4877,4962,0
233,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,45567,46557,*,*,2624,45567,1747,2000,0
237,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,36900,29497,*,*,1566,1208,1077,2529,0
253,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,107699,106828,*,*,3605,3894,3785,3304,1
280,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,100871,101299,*,*,5000,4000,5000,4400,0
283,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,103692,70204,*,*,3563,3605,3000,3211,0
285,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,98182,98457,*,*,5000,5000,4000,5000,0
296,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,133634,133990,*,*,4715,4804,5141,5300,0
298,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,147993,131629,*,*,6000,5900,4544,4700,0
312,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,130331,132845,*,*,5000,4900,5000,5100,0
322,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,145645,103263,*,*,5000,5849,2732,50000,0
336,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,156664,160361,*,*,5645,5753,6370,5865,0
337,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,158762,159108,*,*,6000,7000,7000,6000,0
345,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,108248,106517,*,*,3835,4106,4250,4028,0
349,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,141748,142174,*,*,5100,5300,6000,5000,0
357,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,113966,103360,*,*,3870,4000,3825,3520,0
358,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,171253,169121,*,*,5000,6000,5000,4400,0
383,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,88616,88450,*,*,4000,4000,3400,3300,0
396,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,142650,142620,*,*,6000,6000,6000,5600,0
399,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,82733,74125,*,*,3500,3000,2700,5000,0
401,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,28797,184922,*,*,2072,3018,184922,6100,0
410,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,168399,167983,*,*,6371,6217,5947,6288,0
422,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,157963,151936,*,*,7013,6013,6028,6010,0
425,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,196698,190306,*,*,7306,6303,6429,6000,0
430,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,68791,66167,*,*,5000,3000,3000,3000,0
434,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,168755,167964,*,*,5951,6006,5894,5946,0
444,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,117213,124793,*,*,4000,4003,10033,4400,0
447,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,82255,83988,*,*,3000,2400,2500,2500,0
453,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},>=100000,*,*,*,127402,131074,*,*,130000,7000,6000,6000,0
